"","Well_Label","Phenotype","Firing_rate_Hz","EB_Dur","EB_Dur_Std","Spikes_per_EB","Spikes_per_EB_Std","EB_ISI","EB_ISI_Std","IEBI","IEBI_Std","IEBI_CV","IEBI_CV_Std","EB_rate_Hz","EB_rate_Std","EB_prop","EB_prop_Std","hfNB_rate","NB_prop","NB_dur","NB_dur_Std","Firing_Rate_in_NB_Hz","Firing_Rate_in_NB_Std","INBI","INBI_Std","batch","cell_line_batch","machine","PT_all_path","DIV_range","Syndrome","Gene","Identidy","Own_control","Remove","isogenic","Remarks","Pool_Kleefstra","Pool_WTC_CHD2","Pool_CACNA1A","Pool_SMARCB1","Pool_ARID1B_2_rescue","Pool_dravet","hfNB_and_NB_prop","hf_and_NB_rate","Unique_ID","PT_all_path_Well_Label","DIV49_sub","dev_sub"
"11","D2","122",0.775916666666667,0.163583333333333,0.206338406213647,7.37441666666667,11.1768271921567,0.0288968514066941,0.00575859582479798,52.6511666666667,57.7798854807334,0.680333333333333,0.117218883575415,0.0209722222222222,0.028484076123206,20.5875,31.1332015393681,0,0.721167621776504,1.07835714285714,0.0825286546356989,11.1513346744651,0.776716826217095,20.4254814814815,0.77690601205484,"MEA2192_02_04_21","122MEA2192_02_04_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA2192_02_04_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.721167621776504,0.0466666666666667,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA2192_02_04_21_D2_11","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA2192_02_04_21_D2","yes","yes"
"12","D3","122",0.864083333333333,0.129666666666667,0.14229823568403,4.81058333333333,5.44699799653373,0.0310125824748395,0.00431498202370818,20.9035,10.8904019530961,0.762666666666667,0.154124192347167,0.0258333333333333,0.030744137981118,17.06925,20.9201232141557,0,0.61511139812722,1.23822222222222,0.108448262508103,9.48588494329532,0.76133101992472,20.2578461538462,1.7038607382602,"MEA2192_02_04_21","122MEA2192_02_04_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA2192_02_04_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.61511139812722,0.045,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA2192_02_04_21_D3_12","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA2192_02_04_21_D3","yes","yes"
"13","C1","122",0.532166666666667,0.159583333333333,0.180754709901333,4.961,5.22037487333829,0.0363499371450796,0.00534821989695582,29.1646,15.3335830874587,0.6524,0.207882899729631,0.0179166666666667,0.0251372495140442,20.7335,30.0961426870017,0,0.230306202564774,1.29872727272727,0.17066991000705,5.1074479061888,0.740831384396316,49.4854,30.5097905459142,"MEA4479_19_01_21","122MEA4479_19_01_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4479_19_01_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.230306202564774,0.0183333333333333,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4479_19_01_21_C1_13","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4479_19_01_21_C1","yes","yes"
"15","C3","122",0.769666666666667,0.177916666666667,0.191926339247561,5.92725,6.00514767247083,0.0325356375358076,0.0033893400476647,29.4778333333333,29.4174952803033,0.621666666666667,0.134075600564259,0.0254166666666667,0.0299252013655326,23.2099166666667,26.9961094754523,0,0.522478070175439,1.00723076923077,0.151890567894735,9.07656154895962,0.612325172227594,22.66184,5.66878599349102,"MEA4479_19_01_21","122MEA4479_19_01_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4479_19_01_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.522478070175439,0.0433333333333333,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4479_19_01_21_C3_15","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4479_19_01_21_C3","yes","yes"
"17","D2","122",0.792083333333333,0.167666666666667,0.169306249325316,5.35516666666667,5.44232416650583,0.0365365927202536,0.00579436802962959,25.5033333333333,24.7099424577773,0.763833333333333,0.195901420787769,0.0294444444444444,0.0368475794014221,23.4083333333333,29.8241243210115,0,0.526509831460674,1.14007407407407,0.341884587580478,7.9813428013497,1.40660709359314,21.2101538461539,8.33718693897316,"MEA4479_19_01_21","122MEA4479_19_01_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4479_19_01_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.526509831460674,0.045,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4479_19_01_21_D2_17","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4479_19_01_21_D2","yes","yes"
"19","C1","122",0.518416666666667,0.165416666666667,0.277516406831391,5.94491666666667,10.0338293737493,0.0324323773722143,0.00699259368366496,127.8042,144.076159199571,0.741333333333333,0.182385123662357,0.0113888888888889,0.0199219858921123,15.38175,27.2596762907646,0.00166666666666667,0.585503355704698,1.18431578947368,0.201120487003193,10.0484168015869,8.87868136645084,31.1651111111111,9.74141806858366,"MEA4554_19_01_21","122MEA4554_19_01_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4554_19_01_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.588724832214765,0.0333333333333334,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4554_19_01_21_C1_19","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4554_19_01_21_C1","yes","yes"
"21","C3","122",0.965,0.101833333333333,0.138755398475377,3.28075,4.20606778411207,0.0351150256153843,0.00629434022562937,19.835,12.0719107849586,0.943,0.117294501149883,0.0220833333333333,0.0398109484458938,7.47075,13.0985323683436,0,0.218276310090948,1.35023529411765,0.444827428534338,5.45928199350146,0.733875487979559,33.94025,18.6596697344835,"MEA4554_19_01_21","122MEA4554_19_01_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4554_19_01_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.218276310090948,0.0283333333333333,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4554_19_01_21_C3_21","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4554_19_01_21_C3","yes","yes"
"22","D1","122",0.656666666666667,0.166583333333333,0.159759170078723,5.61241666666667,5.53011429206787,0.0341734420661231,0.0035710825806693,46.0547142857143,35.1901963370211,0.619,0.244204832057025,0.0165277777777778,0.0183877749975431,17.50825,20.2939024658998,0,0.550445103857567,1.09190476190476,0.101665089761383,9.45423479290177,0.86648119746577,26.9453,5.54080018066933,"MEA4554_19_01_21","122MEA4554_19_01_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4554_19_01_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.550445103857567,0.035,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4554_19_01_21_D1_22","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4554_19_01_21_D1","yes","yes"
"24","D3","122",0.545666666666667,0.0735,0.113508910343077,2.70941666666667,4.35999617302445,0.032746453184666,0.00720270416578629,56.4235,66.2382443029202,0.71075,0.419107285389632,0.0147222222222222,0.0317410078997436,9.50875,18.3480893735313,0,0.100384122919334,0.521399999999999,0.279610920149175,5.97035352562616,1.23433260549678,53.514,52.8206906524328,"MEA4554_19_01_21","122MEA4554_19_01_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4554_19_01_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.100384122919334,0.0166666666666667,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4554_19_01_21_D3_24","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4554_19_01_21_D3","yes","yes"
"25","C1","122",4.66633333333333,0.457333333333333,0.43761467761103,34.5906666666667,35.2423684565076,0.0190348257463464,0.0117877241227243,18.3195,19.733674916606,0.806625,0.156088745361642,0.0658333333333333,0.0656725116611112,47.5713333333333,44.8431912645373,0,0.736090024113602,1.2285,0.0645900221995786,52.4450920838554,1.63470126477717,17.6507096774194,0.791358081340693,"MEA4562_02_04_21","122MEA4562_02_04_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.736090024113602,0.0533333333333333,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21_C1_25","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21_C1","yes","yes"
"26","C2","122",0.76025,0.128083333333333,0.160137701161636,4.95883333333333,6.71112582119266,0.0320743659020635,0.0118088136442281,22.9942,20.733750823235,0.6326,0.190626073767468,0.0251388888888889,0.0355011618342624,22.6579166666667,34.749933628343,0,0.787319568792253,1.27273333333333,0.114441954367885,9.43490776956047,0.740133216003154,18.6873793103448,1.57096859143362,"MEA4562_02_04_21","122MEA4562_02_04_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.787319568792253,0.05,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21_C2_26","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21_C2","yes","yes"
"27","C3","122",1.02766666666667,0.217,0.258058837547493,8.75691666666667,10.448190895673,0.0283936253583887,0.00643363665245569,13.28,3.0053022476949,0.774666666666667,0.110948035884673,0.0372222222222222,0.0397424367579704,32.99175,35.9266560904422,0,0.746888528138528,1.16255172413794,0.115176754291241,13.6730777521401,0.684304113148594,19.3591428571429,1.05907666683927,"MEA4562_02_04_21","122MEA4562_02_04_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.746888528138528,0.0483333333333333,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21_C3_27","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21_C3","yes","yes"
"28","D1","122",1.07066666666667,0.227416666666667,0.27553005390712,7.80408333333333,9.65074229324387,0.0344303078949508,0.00669331787442555,37.85,45.3886415306737,0.683833333333333,0.107287308972994,0.0352777777777778,0.0489322007410281,27.4303333333333,38.1894177258887,0,0.621920695560532,1.14217142857143,0.419877677265118,9.69778065032567,1.91376239020514,15.9234705882353,5.91495530983038,"MEA4562_02_04_21","122MEA4562_02_04_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.621920695560532,0.0583333333333333,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21_D1_28","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21_D1","yes","yes"
"29","D2","122",0.935,0.174416666666667,0.154667066679211,6.67458333333333,7.18650995658258,0.0340970915531689,0.0102625465176784,27.6612,20.174259111551,0.87975,0.286227619212402,0.0223611111111111,0.0366146899739097,16.2323333333333,25.6927456451793,0.00166666666666667,0.643091125670042,1.13273333333334,0.194643783098385,13.5121106336547,15.2966288025437,18.9122068965517,1.07699533688174,"MEA4562_02_04_21","122MEA4562_02_04_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.645175699821323,0.0516666666666667,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21_D2_29","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21_D2","yes","yes"
"30","D3","122",1.63316666666667,0.336333333333333,0.430790464428386,17.7338333333333,30.0835019444616,0.0292477133467585,0.0107435577051219,15.6975,5.2341205469496,0.720166666666667,0.279072332320255,0.0333333333333333,0.0375647588986155,31.8173333333333,38.0116027892282,0,0.831111111111111,1.334875,0.0784658339455687,18.9909958599319,0.922507347454756,17.3993548387097,1.40552428055363,"MEA4562_02_04_21","122MEA4562_02_04_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.831111111111111,0.0533333333333333,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21_D3_30","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/122/MEA4562_02_04_21_D3","yes","yes"
"31","A4","123",3.38466666666667,0.625083333333333,0.396887540364988,73.05575,71.0221995270429,0.0174707279872452,0.0127302746962188,43.7549090909091,37.7951448931064,0.410727272727273,0.349220300357551,0.0358333333333333,0.0450448710070348,61.19575,32.3705437652674,0,0.722635232266809,1.01862499999999,0.0774173753107272,90.0405682986967,1.61760653321334,34.6390666666667,1.54746056800288,"MEA2192_02_04_21","123MEA2192_02_04_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA2192_02_04_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.722635232266809,0.0266666666666667,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA2192_02_04_21_A4_31","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA2192_02_04_21_A4","yes","yes"
"32","A5","123",4.30766666666667,0.635083333333333,0.295691933770554,81.4465,56.030886893667,0.0105902802992349,0.00442940803743137,20.4013333333333,5.30473454623892,0.43675,0.38918005297852,0.0516666666666667,0.0163453882539301,84.0458333333333,17.4787895817309,0,0.880199004975124,0.921499999999998,0.079789396702111,100.151425156731,3.69493664181351,23.3686956521739,1.73821984263898,"MEA2192_02_04_21","123MEA2192_02_04_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA2192_02_04_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.880199004975124,0.04,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA2192_02_04_21_A5_32","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA2192_02_04_21_A5","yes","yes"
"33","A6","123",3.85058333333333,0.65125,0.3210222662909,76.05075,69.3344438882685,0.0147094159763097,0.00767512440773182,23.07675,9.4962893434991,0.49,0.440952893794172,0.0468055555555556,0.0138436130723024,77.006,21.6413377926261,0,0.872443274052163,0.952416666666666,0.0332734607218089,88.168751108983,1.57447129951834,24.2680869565217,1.80840336191006,"MEA2192_02_04_21","123MEA2192_02_04_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA2192_02_04_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.872443274052163,0.04,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA2192_02_04_21_A6_33","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA2192_02_04_21_A6","yes","yes"
"34","B4","123",2.24916666666667,0.292916666666667,0.215093408179852,27.9028333333333,38.450778740981,0.0184329774916984,0.00853707601106291,30.1258181818182,30.4894758853549,0.872181818181818,0.221250002568053,0.0495833333333333,0.0320363193512575,52.2544166666667,34.8507018018767,0,0.878582015810277,1.03046153846154,0.0786288653201755,44.2562357011644,3.90168250237312,21.60968,8.85316792039248,"MEA2192_02_04_21","123MEA2192_02_04_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA2192_02_04_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.878582015810277,0.0433333333333333,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA2192_02_04_21_B4_34","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA2192_02_04_21_B4","yes","yes"
"35","B5","123",3.63791666666667,0.569583333333333,0.293747714368929,61.8104166666667,63.498074317914,0.0144731127235398,0.00579320683008408,21.9411666666667,12.0408977529489,0.77125,0.166339808278661,0.0493055555555556,0.0134175057771354,71.3255833333333,24.3982039147383,0.00333333333333333,0.769980134474328,0.880916666666666,0.104243826494999,94.1969650339389,51.1842314567245,23.8722608695652,11.2064062572076,"MEA2192_02_04_21","123MEA2192_02_04_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA2192_02_04_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.787056845965771,0.0433333333333333,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA2192_02_04_21_B5_35","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA2192_02_04_21_B5","yes","yes"
"36","A4","123",0.955833333333333,0.09725,0.10575711882336,3.19133333333333,3.39139545784846,0.0358712090317083,0.00166109645002031,25.398,35.4271776126747,0.878,0.167958328165054,0.0444444444444444,0.0580766357746006,18.8541666666667,25.924217357638,0.00166666666666667,0.233717033367332,0.625480000000008,0.208112532353168,4.2271900647201,0.653917896142873,11.1579183673469,8.80470688475946,"MEA4479_19_01_21","123MEA4479_19_01_21","mcs","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA4479_19_01_21","DIV28","NANS","NANS","Patient","WTC","","","",NA,NA,NA,NA,NA,NA,0.236194084219729,0.085,"D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA4479_19_01_21_A4_36","D:/2024/Patient_Paper/PT_all_v2/Developmental/DIV28/123/MEA4479_19_01_21_A4","yes","yes"
