"","Well_Label","Phenotype","Firing_rate_Hz","EB_Dur","EB_Dur_Std","Spikes_per_EB","Spikes_per_EB_Std","EB_ISI","EB_ISI_Std","IEBI","IEBI_Std","IEBI_CV","IEBI_CV_Std","EB_rate_Hz","EB_rate_Std","EB_prop","EB_prop_Std","hfNB_rate","NB_prop","NB_dur","NB_dur_Std","Firing_Rate_in_NB_Hz","Firing_Rate_in_NB_Std","INBI","INBI_Std","batch","cell_line_batch","machine","PT_all_path","DIV_range","Syndrome","Gene","Identidy","Own_control","Remove","isogenic","Remarks","Pool_Kleefstra","Pool_WTC_CHD2","Pool_CACNA1A","Pool_SMARCB1","Pool_ARID1B_2_rescue","hfNB_and_NB_prop","hf_and_NB_rate","Unique_ID","PT_all_path_Well_Label"
"11","A3","WTC",4.704,0.8270625,0.53856085620228,88.6145,74.5541480491417,0.0123243608092308,0.00483185641182953,19.0665,5.44485456117128,0.668714285714286,0.156549539257573,0.0435416666666667,0.0185579672418115,76.6915,33.5140069045765,0,0.812029740438983,1.14145454545454,0.0193719572390822,90.8022152701632,1.98271462876357,24.8484,1.85290182026884,"95-3401","WTC95-3401","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401","DIV28","Control","Control","Control","",NA,"yes",NA,"Clone 8/WTC_mLam/29.3/WTC","WTC/409B2","WTC/CACNA1A_PAT2_rescue","WTC/IPS23-123","WTC/ARID1B_2_rescue",0.812029740438983,0.0366666666666667,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401_A3_12","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401_A3"
"12","A4","ADNP_CR",10.8755625,0.738,0.62668322673155,79.4181875,86.7489626706231,0.0132337732433351,0.00527705813402525,13.6564,18.4713291763981,0.5158,0.220567190928945,0.107916666666667,0.0533732489521081,73.7688125,33.0106084367208,0,0.740373932033255,0.919250000000001,0.0443963090590265,82.159376141217,2.84894629890915,8.55432258064516,0.608126104636025,"95-3401","ADNP_CR95-3401","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401","DIV28","HvdA","ADNP","CRISPR","WTC",NA,"yes",NA,NA,NA,NA,NA,NA,0.740373932033255,0.106666666666667,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401_A4_13","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401_A4"
"13","A5","ADNP_CR",9.461,0.80825,0.547713976451213,75.8360625,77.4600709832438,0.0147662051873798,0.00549714409000512,8.50166666666667,4.95182776741026,0.679933333333333,0.113608014472488,0.109791666666667,0.0382093405295577,78.3540625,26.8695055195011,0,0.794872359639656,1.16712,0.0454902187288637,77.3272226072373,1.36384990255387,10.85025,0.726481290342283,"95-3401","ADNP_CR95-3401","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401","DIV28","HvdA","ADNP","CRISPR","WTC",NA,"yes",NA,NA,NA,NA,NA,NA,0.794872359639656,0.0833333333333333,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401_A5_14","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401_A5"
"14","A6","ADNP_CR",9.9660625,0.800125,0.797321171172571,69.9989375,74.654890341686,0.0143134728675397,0.00527695137154452,8.73776923076923,8.61463513595562,0.636384615384615,0.198128972499202,0.105833333333333,0.0631341898334486,68.398125,38.7217870504879,0,0.734336782690499,1.083,0.0475459850003684,67.6021958759075,1.82689880686435,9.07034482758621,0.479150161063621,"95-3401","ADNP_CR95-3401","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401","DIV28","HvdA","ADNP","CRISPR","WTC",NA,"yes",NA,NA,NA,NA,NA,NA,0.734336782690499,0.1,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401_A6_15","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401_A6"
"15","B4","YY1_CR",1.07585714285714,0.171,0.157541691673616,7.66942857142857,7.85950748813461,0.0261689087971343,0.00489887493695383,17.6894444444444,10.4363101730342,0.624777777777778,0.282934523246006,0.0454761904761905,0.04388421328706,34.2937142857143,30.8011409165025,0,0.658357444914311,0.803882352941175,0.0704111872795669,15.4934392647315,0.899656238385302,17.013875,1.34014695089755,"95-3401","YY1_CR95-3401","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401","DIV28","GdV","YY1","CRISPR","WTC",NA,"yes",NA,NA,NA,NA,NA,NA,0.658357444914311,0.0566666666666667,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401_B4_16","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401_B4"
"16","B5","YY1_CR",0.8726875,0.1560625,0.185763099582954,8.1306875,11.4521972722487,0.0254997402763733,0.00822109506124555,32.99,32.7454616664661,0.500375,0.256507275029105,0.0297916666666667,0.0362188563535012,28.0958125,33.7153897426062,0,0.695797516714422,0.664421052631581,0.0585323422367436,14.4591206145698,1.02029416072383,14.8086666666667,1.33943324274288,"95-3401","YY1_CR95-3401","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401","DIV28","GdV","YY1","CRISPR","WTC",NA,"yes",NA,NA,NA,NA,NA,NA,0.695797516714422,0.0633333333333333,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401_B5_17","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401_B5"
"17","B6","YY1_CR",1.4044,0.2458,0.221991376923905,12.2871333333333,12.6888929600805,0.0247222388415059,0.00664716775720551,19.2347272727273,21.5234329236342,0.711181818181818,0.345098194194585,0.05,0.0447568386190826,42.4268666666667,33.2181873416757,0,0.662656324204527,0.778705882352943,0.0354960644048773,21.1012241015461,0.909249844490253,16.259125,1.93271994436166,"95-3401","YY1_CR95-3401","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401","DIV28","GdV","YY1","CRISPR","WTC",NA,"yes",NA,NA,NA,NA,NA,NA,0.662656324204527,0.0566666666666667,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401_B6_18","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/95-3401_B6"
"18","A1","WTC",2.430625,0.4515625,0.438471126947564,38.378125,46.2603629368599,0.0159060449637692,0.0085971861051459,17.0433636363636,4.0026124287202,0.496363636363636,0.199961132586947,0.0391666666666667,0.0280079353834667,58.0795,40.7520654167778,0,0.736756386079205,0.782000000000004,0.0323633220696563,49.0847701315067,1.38240535026521,20.1907692307692,0.868478569477122,"97-0502","WTC97-0502","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502","DIV28","Control","Control","Control","",NA,"yes",NA,"Clone 8/WTC_mLam/29.3/WTC","WTC/409B2","WTC/CACNA1A_PAT2_rescue","WTC/IPS23-123","WTC/ARID1B_2_rescue",0.736756386079205,0.0466666666666667,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_A1_19","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_A1"
"19","A2","WTC",2.9856875,0.403,0.315652340400004,38.67875,42.328625528516,0.0136924273571917,0.00378403018914684,23.1407692307692,19.4724355613854,0.831615384615385,0.250683910686193,0.048125,0.0338180041901856,59.91725,36.2923722279673,0,0.687635271940236,0.805666666666673,0.0343122912865509,63.7189007265075,1.75411715404903,24.6161818181818,1.88648084104673,"97-0502","WTC97-0502","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502","DIV28","Control","Control","Control","",NA,"yes",NA,"Clone 8/WTC_mLam/29.3/WTC","WTC/409B2","WTC/CACNA1A_PAT2_rescue","WTC/IPS23-123","WTC/ARID1B_2_rescue",0.687635271940236,0.04,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_A2_20","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_A2"
"20","A3","ADNP_CR",2.71133333333333,0.218066666666667,0.317269931641512,12.8106,21.2900164557408,0.0231299429561963,0.0115569563105072,8.12583333333333,7.6205771281883,0.8145,0.309398610210195,0.062,0.0864723095416117,29.4418,41.6935607964313,0,0.71507277362059,0.910303030303034,0.113543076860853,19.3982174290952,1.28481340681553,7.9400625,1.10860091826038,"97-0502","ADNP_CR97-0502","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502","DIV28","HvdA","ADNP","CRISPR","WTC",NA,"yes",NA,NA,NA,NA,NA,NA,0.71507277362059,0.11,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_A3_21","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_A3"
"21","A4","ADNP_CR",1.2736,0.168933333333333,0.246077068841296,9.0862,13.4399685650143,0.0221488595947737,0.00524152084253426,14.1044285714286,9.63876827983643,0.566285714285714,0.229329249686787,0.0417777777777778,0.0557754378817367,28.2469333333333,35.2655413530518,0,0.663176265270506,0.569200000000001,0.0862068082758167,14.950037091806,1.06708902359269,9.4691724137931,1.20343027778827,"97-0502","ADNP_CR97-0502","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502","DIV28","HvdA","ADNP","CRISPR","WTC",NA,"yes",NA,NA,NA,NA,NA,NA,0.663176265270506,0.1,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_A4_22","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_A4"
"22","A6","YY1_CR",0.549133333333333,0.0859333333333333,0.0986302378052685,3.23926666666667,3.78142196358284,0.0319141607252771,0.00484136501809489,44.9198333333333,18.7676661246588,0.9235,0.162402894062883,0.0108888888888889,0.0161572955985277,7.12253333333333,9.31871471722106,0,0.174654752233956,0.795666666666666,0.118850606505253,6.05437595206255,0.512771858265321,45.56,24.643508070078,"97-0502","YY1_CR97-0502","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502","DIV28","GdV","YY1","CRISPR","WTC",NA,"yes",NA,NA,NA,NA,NA,NA,0.174654752233956,0.02,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_A6_24","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_A6"
"23","B1","WTC",6.8148125,0.77425,0.318296821640849,84.4868125,47.1251390975401,0.0107251041439271,0.00331911074759145,19.3828125,19.3483754157595,1.194875,0.504086748486806,0.0747916666666667,0.0375542817009469,87.6668125,19.1752455741554,0,0.679876463932973,1.154,0.0156524758424951,133.801387330349,1.21618305340372,34.643,4.53858958582634,"97-0502","WTC97-0502","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502","DIV28","Control","Control","Control","",NA,"yes",NA,"Clone 8/WTC_mLam/29.3/WTC","WTC/409B2","WTC/CACNA1A_PAT2_rescue","WTC/IPS23-123","WTC/ARID1B_2_rescue",0.679876463932973,0.03,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_B1_25","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_B1"
"24","B2","WTC",3.7916875,0.5823125,0.123887970225792,49.083875,16.5552547584345,0.0128264522189357,0.00263549150173101,16.848375,5.85562818577136,1.044375,0.36508864220442,0.0635416666666667,0.0254869247523771,82.08825,8.7487979555289,0,0.691707424300709,1.03733333333334,0.0258456959666351,84.2815401915349,1.13605020554485,33.13775,0.708093163765499,"97-0502","WTC97-0502","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502","DIV28","Control","Control","Control","",NA,"yes",NA,"Clone 8/WTC_mLam/29.3/WTC","WTC/409B2","WTC/CACNA1A_PAT2_rescue","WTC/IPS23-123","WTC/ARID1B_2_rescue",0.691707424300709,0.03,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_B2_26","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_B2"
"25","B3","ADNP_CR",3.12771428571429,0.303071428571429,0.349126264196277,18.3917142857143,23.5224663392536,0.0205611032201227,0.00599371269867261,11.7217,6.23918905075901,0.4664,0.22497417135702,0.0723809523809524,0.0629940788348712,48.2043571428571,37.4419127112655,0.00333333333333333,0.660170523751523,0.740413793103451,0.128773754325001,29.1528783985133,2.16758775556753,9.689,0.944775183918452,"97-0502","ADNP_CR97-0502","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502","DIV28","HvdA","ADNP","CRISPR","WTC",NA,"yes",NA,NA,NA,NA,NA,NA,0.662225943970768,0.1,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_B3_27","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_B3"
"26","B4","ADNP_CR",3.03025,0.328625,0.462056399876321,20.6623125,34.8427085968141,0.0237258234067561,0.00821955491306513,21.8801,28.7315654384589,0.669777777777778,0.243553781420951,0.0485416666666667,0.0543918396657276,32.767875,36.7567768715285,0,0.727985690698954,0.963548387096773,0.102744615012071,22.116399831665,1.18170409282655,8.6728,2.0472411444303,"97-0502","ADNP_CR97-0502","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502","DIV28","HvdA","ADNP","CRISPR","WTC",NA,"yes",NA,NA,NA,NA,NA,NA,0.727985690698954,0.103333333333333,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_B4_28","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_B4"
"27","B6","YY1_CR",0.737666666666667,0.0800666666666667,0.108295539194945,2.8728,3.73304322809918,0.0324452314783746,0.00783339569522315,40.0793333333333,23.0160532208862,0.716,0.0870057469366249,0.0133333333333333,0.0227128381289749,6.95513333333333,11.1991902632459,0,0.127949183303085,1.1692,0.265678753384611,4.84222143363717,0.286346432516198,53.909,22.8783455404159,"97-0502","YY1_CR97-0502","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502","DIV28","GdV","YY1","CRISPR","WTC",NA,"yes",NA,NA,NA,NA,NA,NA,0.127949183303085,0.0166666666666667,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_B6_30","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_B6"
"28","C1","WTC",3.1954375,0.6295,0.324003497923505,58.4164375,41.4807824371218,0.0135501444518951,0.00536439848526512,21.7396,12.2890156283685,0.7508,0.398808260410223,0.0445833333333333,0.0215981823652242,74.0775,29.2194996694559,0,0.736972542881367,0.983777777777779,0.0402671633523428,79.8125314113536,2.40566324605693,30.25675,2.09886253208052,"97-0502","WTC97-0502","axion","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502","DIV28","Control","Control","Control","",NA,"yes",NA,"Clone 8/WTC_mLam/29.3/WTC","WTC/409B2","WTC/CACNA1A_PAT2_rescue","WTC/IPS23-123","WTC/ARID1B_2_rescue",0.736972542881367,0.03,"D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_C1_31","D:/2024/Patient_Paper/PT_all/Developmental/DIV28/WTC_ADNP_YY1_CHD8_EHMT1/97-0502_C1"
